title,description,content,url,published_at,source_name,source_id,author,url_to_image,full_text,published_datetime,sectors,primary_sector,sentiment,polarity,subjectivity,business_sentiment,market_trend,keywords,top_keywords,entities,text_length,word_count,sentiment_category,business_sentiment_category
"Nvidia, AMD Pay A 15% Bribe To The US Treasury To Keep Selling Chips To China","If you actually pay attention you might notice the right wing’s pearl-clutching over China is neither effective nor consistent. The GOP, for years, made a giant stink about China’s Huawei network gear being a massive national security threat, and pushed throu…","from the national-security-violations-are-fine-as-long-as-they're-profitable dept
If you actually pay attention you might notice the right wing’s pearl-clutching over China is neither effective nor … [+5406 chars]",https://www.techdirt.com/2025/08/14/nvidia-amd-pay-a-15-bribe-to-the-us-treasury-to-keep-selling-chips-to-china/,2025-08-14T12:30:00Z,Techdirt,,Karl Bode,https://www.techdirt.com/wp-content/themes/techdirt/assets/images/td-rect-logo-white.png,"Nvidia, AMD Pay A 15% Bribe To The US Treasury To Keep Selling Chips To China If you actually pay attention you might notice the right wing’s pearl-clutching over China is neither effective nor consistent. The GOP, for years, made a giant stink about China’s Huawei network gear being a massive national security threat, and pushed throu… from the national-security-violations-are-fine-as-long-as-they're-profitable dept
If you actually pay attention you might notice the right wing’s pearl-clutching over China is neither effective nor … [+5406 chars]",2025-08-14 12:30:00+00:00,['general'],general,"{'polarity': 0.22460317460317458, 'subjectivity': 0.5690476190476191, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.22460317460317458,0.5690476190476191,0.0,0.0,"[('china', 4), ('pay', 3), ('actually', 2), ('attention', 2), ('might', 2)]","['china', 'pay', 'actually', 'attention', 'might']","{'companies': ['China', 'Huawei', 'If', 'Nvidia', 'The GOP', 'Bribe To The US Treasury To Keep Selling Chips To China If', 'AMD Pay'], 'locations': [], 'currencies': [], 'numbers': []}",553,82,positive,neutral
Global Botulinum Toxins Market to Surge to USD 15.7 Billion by 2030 | MarketsandMarkets™.,"Delray Beach, FL, Aug. 14, 2025 (GLOBE NEWSWIRE) -- Rising demand for minimally invasive procedures, preventive aesthetics, and novel therapeutic uses position botulinum toxins as a high-growth segment in global healthcare.The global botulinum toxins market, …","Delray Beach, FL, Aug. 14, 2025 (GLOBE NEWSWIRE) -- Rising demand for minimally invasive procedures, preventive aesthetics, and novel therapeutic uses position botulinum toxins as a high-growth segme… [+4946 chars]",https://www.globenewswire.com/news-release/2025/08/14/3133461/0/en/Global-Botulinum-Toxins-Market-to-Surge-to-USD-15-7-Billion-by-2030-MarketsandMarkets.html,2025-08-14T12:30:00Z,GlobeNewswire,,MarketsandMarkets Research Pvt. Ltd.,https://ml.globenewswire.com/Resource/Download/afcc5182-4ae0-43a8-a965-4351d590b7ed,"Global Botulinum Toxins Market to Surge to USD 15.7 Billion by 2030 | MarketsandMarkets™. Delray Beach, FL, Aug. 14, 2025 (GLOBE NEWSWIRE) -- Rising demand for minimally invasive procedures, preventive aesthetics, and novel therapeutic uses position botulinum toxins as a high-growth segment in global healthcare.The global botulinum toxins market, … Delray Beach, FL, Aug. 14, 2025 (GLOBE NEWSWIRE) -- Rising demand for minimally invasive procedures, preventive aesthetics, and novel therapeutic uses position botulinum toxins as a high-growth segme… [+4946 chars]",2025-08-14 12:30:00+00:00,"['healthcare', 'automotive']",healthcare,"{'polarity': -0.04, 'subjectivity': 0.24, 'business_sentiment': 1.0, 'market_trend': 0.0}",-0.04,0.24,1.0,0.0,"[('botulinum', 4), ('toxin', 4), ('global', 3), ('market', 2), ('delray', 2)]","['botulinum', 'toxin', 'global', 'market', 'delray']","{'companies': ['USD', 'Surge', 'Billion', 'The', 'Aug', 'MarketsandMarkets', 'Delray Beach', 'Rising', 'Global Botulinum Toxins Market', 'FL', 'GLOBE NEWSWIRE'], 'locations': [], 'currencies': [], 'numbers': ['15.7 Billion']}",565,80,neutral,positive
Adial Pharmaceuticals Reports Second Quarter 2025 Financial Results and Provides Business Update,"GLEN ALLEN, Va., Aug. 14, 2025 (GLOBE NEWSWIRE) -- Adial Pharmaceuticals, Inc. (NASDAQ: ADIL) (“Adial” or the “Company”), a clinical-stage biopharmaceutical company focused on developing therapies for the treatment and prevention of addiction and related diso…","GLEN ALLEN, Va., Aug. 14, 2025 (GLOBE NEWSWIRE) -- Adial Pharmaceuticals, Inc. (NASDAQ: ADIL) (Adial or the Company), a clinical-stage biopharmaceutical company focused on developing therapies for th… [+10793 chars]",https://www.globenewswire.com/news-release/2025/08/14/3133467/26135/en/Adial-Pharmaceuticals-Reports-Second-Quarter-2025-Financial-Results-and-Provides-Business-Update.html,2025-08-14T12:30:00Z,GlobeNewswire,,"Adial Pharmaceuticals, Inc",https://ml.globenewswire.com/Resource/Download/e6fc09f7-5847-46c8-9294-f51162a7e518,"Adial Pharmaceuticals Reports Second Quarter 2025 Financial Results and Provides Business Update GLEN ALLEN, Va., Aug. 14, 2025 (GLOBE NEWSWIRE) -- Adial Pharmaceuticals, Inc. (NASDAQ: ADIL) (“Adial” or the “Company”), a clinical-stage biopharmaceutical company focused on developing therapies for the treatment and prevention of addiction and related diso… GLEN ALLEN, Va., Aug. 14, 2025 (GLOBE NEWSWIRE) -- Adial Pharmaceuticals, Inc. (NASDAQ: ADIL) (Adial or the Company), a clinical-stage biopharmaceutical company focused on developing therapies for th… [+10793 chars]",2025-08-14 12:30:00+00:00,"['healthcare', 'automotive']",healthcare,"{'polarity': 0.0, 'subjectivity': 0.13333333333333333, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.0,0.13333333333333333,0.0,0.0,"[('adial', 5), ('company', 4), ('pharmaceutical', 3), ('glen', 2), ('allen', 2)]","['adial', 'company', 'pharmaceutical', 'glen', 'allen']","{'companies': ['Provides Business Update GLEN ALLEN', 'NASDAQ', 'Adial', 'Adial Pharmaceuticals Reports Second Quarter', 'Adial Pharmaceuticals', 'Va', 'Aug', 'Inc', 'Financial Results', 'GLEN ALLEN', 'ADIL', 'Company', 'GLOBE NEWSWIRE'], 'locations': [], 'currencies': [], 'numbers': []}",573,78,neutral,neutral
"ECD Automotive Strengthens Balance Sheet Through $10 Million Debt-for-Equity Exchange and Completes a $999,900 Equity Raise","KISSIMMEE, Fla., Aug. 14, 2025 (GLOBE NEWSWIRE) -- ECD Automotive Design, Inc. (NASDAQ: ECDA) (“ECD” or the “Company”), the world’s largest Land Rover and Jaguar restoration company known for its custom luxury builds, including bespoke Defenders, Range Rovers…","KISSIMMEE, Fla., Aug. 14, 2025 (GLOBE NEWSWIRE) -- ECD Automotive Design, Inc. (NASDAQ: ECDA) (ECD or the Company), the worlds largest Land Rover and Jaguar restoration company known for its custom l… [+4769 chars]",https://www.globenewswire.com/news-release/2025/08/14/3133469/0/en/ECD-Automotive-Strengthens-Balance-Sheet-Through-10-Million-Debt-for-Equity-Exchange-and-Completes-a-999-900-Equity-Raise.html,2025-08-14T12:30:00Z,GlobeNewswire,,E.C.D. Automotive Design,https://ml.globenewswire.com/Resource/Download/84d64e84-2798-46e1-87b6-7d7e47a16417,"ECD Automotive Strengthens Balance Sheet Through $10 Million Debt-for-Equity Exchange and Completes a $999,900 Equity Raise KISSIMMEE, Fla., Aug. 14, 2025 (GLOBE NEWSWIRE) -- ECD Automotive Design, Inc. (NASDAQ: ECDA) (“ECD” or the “Company”), the world’s largest Land Rover and Jaguar restoration company known for its custom luxury builds, including bespoke Defenders, Range Rovers… KISSIMMEE, Fla., Aug. 14, 2025 (GLOBE NEWSWIRE) -- ECD Automotive Design, Inc. (NASDAQ: ECDA) (ECD or the Company), the worlds largest Land Rover and Jaguar restoration company known for its custom l… [+4769 chars]",2025-08-14 12:30:00+00:00,"['technology', 'automotive']",technology,"{'polarity': 0.0, 'subjectivity': 0.0, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.0,0.0,0.0,0.0,"[('ecd', 5), ('company', 4), ('automotive', 3), ('rover', 3), ('kissimmee', 2)]","['ecd', 'company', 'automotive', 'rover', 'kissimmee']","{'companies': ['NASDAQ', 'ECDA', 'Land Rover', 'Aug', 'KISSIMMEE', 'Equity Exchange', 'Company', 'Equity Raise KISSIMMEE', 'Jaguar', 'ECD Automotive Strengthens Balance Sheet Through', 'Inc', 'GLOBE NEWSWIRE', 'Fla', 'Million Debt', 'Range Rovers', 'ECD', 'Completes', 'Defenders', 'ECD Automotive Design'], 'locations': [], 'currencies': ['$10', '$999,900'], 'numbers': ['10 Million']}",599,88,neutral,neutral
Why the Supreme Court Shouldn’t Make Millions From Publishing Books,"Last week it was announced that Samuel Alito signed a new book deal for an unreported sum with the Basic Liberty imprint of Basic Books, which is part of Hachette. This comes mere weeks after annual financial disclosures revealed that his colleagues—just abou…","Last week it was announced that Samuel Alito signed a new book deal for an unreported sum with the Basic Liberty imprint of Basic Books, which is part of Hachette. This comes mere weeks after annual … [+5027 chars]",https://lithub.com/why-the-supreme-court-shouldnt-make-millions-from-publishing-books/,2025-08-14T12:40:45Z,Lithub.com,,Maris Kreizman,https://s26162.pcdn.co/wp-content/uploads/2025/08/supreme-court.jpg,"Why the Supreme Court Shouldn’t Make Millions From Publishing Books Last week it was announced that Samuel Alito signed a new book deal for an unreported sum with the Basic Liberty imprint of Basic Books, which is part of Hachette. This comes mere weeks after annual financial disclosures revealed that his colleagues—just abou… Last week it was announced that Samuel Alito signed a new book deal for an unreported sum with the Basic Liberty imprint of Basic Books, which is part of Hachette. This comes mere weeks after annual … [+5027 chars]",2025-08-14 12:40:45+00:00,['automotive'],automotive,"{'polarity': -0.06611570247933884, 'subjectivity': 0.23112947658402205, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.06611570247933884,0.23112947658402205,0.0,0.0,"[('book', 5), ('week', 4), ('basic', 4), ('last', 2), ('announced', 2)]","['book', 'week', 'basic', 'last', 'announced']","{'companies': ['Basic Books', 'Samuel Alito', 'Basic Liberty', 'This', 'Make Millions From Publishing Books Last', 'Last', 'Supreme Court Shouldn', 'Why', 'Hachette'], 'locations': [], 'currencies': [], 'numbers': []}",543,92,neutral,neutral
"Samsung Galaxy Ring Hits Lowest Price Ever, AI Fitness Monitor You Wear on Your Finger for Peanuts","Samsung Galaxy Ring Hits Lowest Price Ever, AI Fitness Monitor You Wear on Your Finger for Peanutsgizmodo.com",Samsung’s Galaxy Ring is an special band you can wear all-day long for health tracking purposes. It makes for an excellent alternative to a smartwatch for folks who aren’t interesting in wearing one … [+2156 chars],https://gizmodo.com/samsung-galaxy-ring-hits-lowest-price-ever-ai-fitness-monitor-you-wear-on-your-finger-for-peanuts-2000642723,2025-08-14T12:40:39Z,Gizmodo.com,,Joe Tilleli,https://gizmodo.com/app/uploads/2025/08/SamsungRing-1200x675.jpg,"Samsung Galaxy Ring Hits Lowest Price Ever, AI Fitness Monitor You Wear on Your Finger for Peanuts Samsung Galaxy Ring Hits Lowest Price Ever, AI Fitness Monitor You Wear on Your Finger for Peanutsgizmodo.com Samsung’s Galaxy Ring is an special band you can wear all-day long for health tracking purposes. It makes for an excellent alternative to a smartwatch for folks who aren’t interesting in wearing one … [+2156 chars]",2025-08-14 12:40:39+00:00,"['technology', 'healthcare', 'automotive']",technology,"{'polarity': 0.4517857142857143, 'subjectivity': 0.6178571428571429, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.4517857142857143,0.6178571428571429,0.0,0.0,"[('galaxy', 3), ('ring', 3), ('wear', 3), ('samsung', 2), ('hit', 2)]","['galaxy', 'ring', 'wear', 'samsung', 'hit']","{'companies': ['Galaxy Ring', 'AI Fitness Monitor You Wear', 'Samsung', 'Samsung Galaxy Ring Hits Lowest Price Ever', 'It', 'Peanutsgizmodo', 'Peanuts Samsung Galaxy Ring Hits Lowest Price Ever', 'Your Finger'], 'locations': [], 'currencies': [], 'numbers': []}",423,70,positive,neutral
Revolving Door Roundup: Liz Landers Named PBS News White House Correspondent,CNN appointed its first executive to oversee AI integration efforts.,"Joining the White House Beat: PBS NewsHour named Liz Landers as its new White House correspondent. Landerswho begins her beat Monday, Sept. 15joins PBS News from Scripps News, where she had been a na… [+1967 chars]",https://www.adweek.com/tvnewser/revolving-door-round-up-08-14-2025/,2025-08-14T12:40:25Z,Adweek,,mmwachiro,https://static-www.adweek.com/wp-content/uploads/sites/3/2019/03/Elizabeth_Landers.png?w=600&h=315&crop=1,"Revolving Door Roundup: Liz Landers Named PBS News White House Correspondent CNN appointed its first executive to oversee AI integration efforts. Joining the White House Beat: PBS NewsHour named Liz Landers as its new White House correspondent. Landerswho begins her beat Monday, Sept. 15joins PBS News from Scripps News, where she had been a na… [+1967 chars]",2025-08-14 12:40:25+00:00,"['technology', 'automotive']",technology,"{'polarity': 0.07727272727272727, 'subjectivity': 0.15757575757575756, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.07727272727272727,0.15757575757575756,0.0,0.0,"[('pb', 3), ('news', 3), ('white', 3), ('house', 3), ('liz', 2)]","['pb', 'news', 'white', 'house', 'liz']","{'companies': ['White House', 'Joining', 'Scripps News', 'Sept', 'White House Beat', 'AI', 'Revolving Door Roundup', 'PBS NewsHour', 'Landerswho', 'Monday', 'PBS News', 'Liz Landers', 'Liz Landers Named PBS News White House Correspondent CNN'], 'locations': [], 'currencies': [], 'numbers': []}",360,57,neutral,neutral
New DJI Mini 5 Pro leak suggests it could be perfect travel drone thanks to these two features,More leaked photos of DJI's upcoming drone appear to confirm it'll combine a 1-inch sensor with the magic sub-250g weight mark. And they also show a mystery button...,<ul><li>A collection of new leaked DJI Mini 5 Pro photos has been released</li><li>“C0” sticker suggests it will be the first sub-249g drone with a 1-inch sensor</li><li>Battery appears to be the sam… [+3482 chars],https://www.techradar.com/cameras/drones/new-dji-mini-5-pro-leak-suggests-it-could-be-perfect-travel-drone-thanks-to-these-two-features,2025-08-14T12:39:53Z,TechRadar,techradar,Sam Kieldsen,https://cdn.mos.cms.futurecdn.net/6h3fdmWVrrJ9PKRXoXenwX.jpg,New DJI Mini 5 Pro leak suggests it could be perfect travel drone thanks to these two features More leaked photos of DJI's upcoming drone appear to confirm it'll combine a 1-inch sensor with the magic sub-250g weight mark. And they also show a mystery button... <ul><li>A collection of new leaked DJI Mini 5 Pro photos has been released</li><li>“C0” sticker suggests it will be the first sub-249g drone with a 1-inch sensor</li><li>Battery appears to be the sam… [+3482 chars],2025-08-14 12:39:53+00:00,['general'],general,"{'polarity': 0.3889610389610389, 'subjectivity': 0.5632034632034632, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.3889610389610389,0.5632034632034632,0.0,0.0,"[('drone', 3), ('new', 2), ('dji', 2), ('mini', 2), ('pro', 2)]","['drone', 'new', 'dji', 'mini', 'pro']","{'companies': ['And', 'DJI Mini', 'Pro', 'DJI', 'Battery', 'More', 'New DJI Mini'], 'locations': [], 'currencies': [], 'numbers': []}",476,79,positive,neutral
Football Manager 26's first trailer teases the game's Unity engine and a 'match day first look',"Sega and Sports Interactive have unveiled the first look at Football Manager 26, showcasing the game running on the Unity engine.",<ul><li>Football Manager 26 has been announced with a Match Day teaser trailer</li><li>The footage provides our first look at the game running on the Unity engine</li><li>Football Manager 26's announ… [+2032 chars],https://www.techradar.com/gaming/football-manager-26s-first-trailer-teases-the-games-unity-engine-and-a-match-day-first-look,2025-08-14T12:39:52Z,TechRadar,techradar,Demi Williams,https://cdn.mos.cms.futurecdn.net/Ki8NdSXYFHYiR8nyN3ftfa.jpg,"Football Manager 26's first trailer teases the game's Unity engine and a 'match day first look' Sega and Sports Interactive have unveiled the first look at Football Manager 26, showcasing the game running on the Unity engine. <ul><li>Football Manager 26 has been announced with a Match Day teaser trailer</li><li>The footage provides our first look at the game running on the Unity engine</li><li>Football Manager 26's announ… [+2032 chars]",2025-08-14 12:39:52+00:00,['technology'],technology,"{'polarity': -0.02857142857142858, 'subjectivity': 0.3619047619047619, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.02857142857142858,0.3619047619047619,0.0,0.0,"[('manager', 4), ('first', 4), ('game', 3), ('unity', 3), ('look', 3)]","['manager', 'first', 'game', 'unity', 'look']","{'companies': ['Sega', 'The', 'Match Day', 'Sports Interactive', 'Unity', 'Football Manager'], 'locations': [], 'currencies': [], 'numbers': []}",440,67,neutral,neutral
Melania Trump demands Hunter Biden retract ‘extremely salacious’ Epstein comments,"Biden made the comments in an interview this month, claiming Epstein introduced Melania to Donald Trump.","By JONATHAN J. COOPER, Associated Press
WASHINGTON (AP) First lady Melania Trump demanded that Hunter Biden retract comments linking her to sex trafficker Jeffrey Epstein and threatened to sue if he… [+1948 chars]",https://www.bostonherald.com/2025/08/14/melania-trump-hunter-biden-epstein/,2025-08-14T12:39:44Z,Boston Herald,,Associated Press,https://www.bostonherald.com/wp-content/uploads/2025/08/Trump_Travel_21417-1.jpg?w=1024&h=682,"Melania Trump demands Hunter Biden retract ‘extremely salacious’ Epstein comments Biden made the comments in an interview this month, claiming Epstein introduced Melania to Donald Trump. By JONATHAN J. COOPER, Associated Press
WASHINGTON (AP) First lady Melania Trump demanded that Hunter Biden retract comments linking her to sex trafficker Jeffrey Epstein and threatened to sue if he… [+1948 chars]",2025-08-14 12:39:44+00:00,['technology'],technology,"{'polarity': 0.0625, 'subjectivity': 0.6666666666666666, 'business_sentiment': -1.0, 'market_trend': 0.0}",0.0625,0.6666666666666666,-1.0,0.0,"[('melania', 3), ('trump', 3), ('biden', 3), ('epstein', 3), ('comment', 3)]","['melania', 'trump', 'biden', 'epstein', 'comment']","{'companies': ['COOPER', 'By JONATHAN', 'Melania Trump', 'Hunter Biden', 'Biden', 'First', 'Epstein', 'Melania', 'Associated Press\r\nWASHINGTON', 'Donald Trump', 'Jeffrey Epstein', 'AP'], 'locations': [], 'currencies': [], 'numbers': []}",401,59,neutral,negative
Mizuho lifts price targets on global AI server stocks,,"If you click 'Accept all', we and our partners, including 236 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_985c2c30-e83e-48cc-8745-e04de37e0036,2025-08-14T12:39:29Z,Yahoo Entertainment,,,,"Mizuho lifts price targets on global AI server stocks If you click 'Accept all', we and our partners, including 236 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]",2025-08-14 12:39:29+00:00,"['technology', 'automotive']",technology,"{'polarity': -0.0625, 'subjectivity': 0.1875, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.0625,0.1875,0.0,0.0,"[('mizuho', 1), ('lift', 1), ('price', 1), ('target', 1), ('global', 1)]","['mizuho', 'lift', 'price', 'target', 'global']","{'companies': ['If', 'Accept', 'AI', 'Mizuho', 'IAB Transparency', 'Consent Framework'], 'locations': [], 'currencies': [], 'numbers': []}",267,46,neutral,neutral
"DeepSeek reportedly urged by Chinese authorities to train new model on Huawei hardware — after multiple failures, R2 training to switch back to Nvidia hardware while Ascend GPUs handle inference","DeepSeek’s bid to train R2 on Huawei’s Ascend chips failed due to technical limits, forcing a return to Nvidia GPUs and delaying the launch.","A new report claims that after successfully training its R1 model on Nvidia hardware, DeepSeek was urged by Chinese authorities to switch to using Huawei Ascend-based hardware for its next model. How… [+3040 chars]",https://www.tomshardware.com/tech-industry/artificial-intelligence/deepseek-reportedly-urged-by-chinese-authorities-to-train-new-model-on-huawei-hardware-after-multiple-failures-r2-training-to-switch-back-to-nvidia-hardware-while-ascend-gpus-handle-inference,2025-08-14T12:39:10Z,Tom's Hardware UK,,"ashilov@gmail.com (Anton Shilov) , Anton Shilov",https://cdn.mos.cms.futurecdn.net/spvSb9eL7GUphA3i7HDqe5.jpg,"DeepSeek reportedly urged by Chinese authorities to train new model on Huawei hardware — after multiple failures, R2 training to switch back to Nvidia hardware while Ascend GPUs handle inference DeepSeek’s bid to train R2 on Huawei’s Ascend chips failed due to technical limits, forcing a return to Nvidia GPUs and delaying the launch. A new report claims that after successfully training its R1 model on Nvidia hardware, DeepSeek was urged by Chinese authorities to switch to using Huawei Ascend-based hardware for its next model. How… [+3040 chars]",2025-08-14 12:39:10+00:00,['technology'],technology,"{'polarity': 0.03615702479338843, 'subjectivity': 0.23946280991735536, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.03615702479338843,0.23946280991735536,0.0,0.0,"[('hardware', 4), ('model', 3), ('nvidia', 3), ('deepseek', 2), ('urged', 2)]","['hardware', 'model', 'nvidia', 'deepseek', 'urged']","{'companies': ['Nvidia GPUs', 'Huawei Ascend', 'How', 'Huawei', 'Ascend', 'Nvidia', 'Ascend GPUs', 'DeepSeek', 'Chinese'], 'locations': [], 'currencies': [], 'numbers': []}",550,88,neutral,neutral
"Princess Kate finally released her ‘Summer’ video, part of her ‘Mother Nature’ series","Twenty-four hours (almost exactly) after Netflix released the first trailer for With Love, Meghan’s Season 2, Kensington Palace released the Princess of Wales’s “summer” video. To recap, Kate has pretty much refused to do much of anything in the past year. Mo…","Twenty-four hours (almost exactly) after Netflix released the first trailer for With Love, Meghans Season 2, Kensington Palace released the Princess of Waless summer video. To recap, Kate has pretty … [+2145 chars]",https://www.celebitchy.com/935899/princess_kate_finally_released_her_summer_video_part_of_her_mother_nature_series/,2025-08-14T12:38:40Z,Celebitchy.com,,Kaiser,,"Princess Kate finally released her ‘Summer’ video, part of her ‘Mother Nature’ series Twenty-four hours (almost exactly) after Netflix released the first trailer for With Love, Meghan’s Season 2, Kensington Palace released the Princess of Wales’s “summer” video. To recap, Kate has pretty much refused to do much of anything in the past year. Mo… Twenty-four hours (almost exactly) after Netflix released the first trailer for With Love, Meghans Season 2, Kensington Palace released the Princess of Waless summer video. To recap, Kate has pretty … [+2145 chars]",2025-08-14 12:38:40+00:00,['technology'],technology,"{'polarity': 0.22083333333333333, 'subjectivity': 0.5013888888888889, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.22083333333333333,0.5013888888888889,0.0,0.0,"[('released', 5), ('princess', 3), ('kate', 3), ('summer', 3), ('video', 3)]","['released', 'princess', 'kate', 'summer', 'video']","{'companies': ['Waless', 'Netflix', 'Wales', 'Summer', 'Kate', 'Meghan', 'Princess Kate', 'Meghans Season', 'Mo', 'Mother Nature', 'With Love', 'To', 'Twenty', 'Season', 'Princess', 'Kensington Palace'], 'locations': [], 'currencies': [], 'numbers': []}",561,88,positive,neutral
"Apple is building an AI robot, report says","The new robot, codenamed J595, will reportedly resemble an iPad mini mounted on a small mechanical limb","Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+2977 chars]",https://www.the-independent.com/tech/apple-ai-robot-siri-openai-b2807589.html,2025-08-14T12:38:31Z,The-independent.com,,Anthony Cuthbertson,https://static.the-independent.com/2025/08/14/10/31/apple-ai-robot.jpeg?width=1200&height=800&crop=1200:800,"Apple is building an AI robot, report says The new robot, codenamed J595, will reportedly resemble an iPad mini mounted on a small mechanical limb Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+2977 chars]",2025-08-14 12:38:31+00:00,"['technology', 'automotive']",technology,"{'polarity': -0.02840909090909091, 'subjectivity': 0.26988636363636365, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.02840909090909091,0.26988636363636365,0.0,0.0,"[('robot', 2), ('story', 2), ('apple', 1), ('building', 1), ('report', 1)]","['robot', 'story', 'apple', 'building', 'report']","{'companies': ['From', 'Big Tech', 'AI', 'Your', 'The', 'Whether', 'Apple', 'The Independent'], 'locations': [], 'currencies': [], 'numbers': []}",361,60,neutral,neutral
Hunter Biden Reacts to Melania Trump's $1B Epstein Defamation Threat,"Voice is AI-generated. Inconsistencies may occur.
Hunter Biden dismissed a $1 billion defamation threat over comments he made about her connections to Jeffrey Epstein and declined to apologize as her lawyers had demanded.
""F*** that, that's not going to happe…",Voice is AI-generated. Inconsistencies may occur.Hunter Biden dismissed a $1 billion defamation threat over comments he made about her connections to Jeffrey Epstein and declined to apologize as her … [+139 chars],https://biztoc.com/x/b29e8c5c4292fe4b,2025-08-14T12:38:21Z,Biztoc.com,,newsweek.com,https://biztoc.com/cdn/b29e8c5c4292fe4b_s.webp,"Hunter Biden Reacts to Melania Trump's $1B Epstein Defamation Threat Voice is AI-generated. Inconsistencies may occur.
Hunter Biden dismissed a $1 billion defamation threat over comments he made about her connections to Jeffrey Epstein and declined to apologize as her lawyers had demanded.
""F*** that, that's not going to happe… Voice is AI-generated. Inconsistencies may occur.Hunter Biden dismissed a $1 billion defamation threat over comments he made about her connections to Jeffrey Epstein and declined to apologize as her … [+139 chars]",2025-08-14 12:38:21+00:00,['technology'],technology,"{'polarity': -0.1, 'subjectivity': 0.0, 'business_sentiment': -1.0, 'market_trend': 0.0}",-0.1,0.0,-1.0,0.0,"[('biden', 3), ('epstein', 3), ('defamation', 3), ('threat', 3), ('hunter', 2)]","['biden', 'epstein', 'defamation', 'threat', 'hunter']","{'companies': ['Voice', 'AI', 'Melania Trump', 'Hunter Biden', 'Hunter Biden Reacts', 'Jeffrey Epstein', 'Epstein Defamation Threat Voice', 'Inconsistencies'], 'locations': [], 'currencies': ['$1', '$1', '$1'], 'numbers': ['1 billion', '1 billion']}",543,82,neutral,negative
"AI will augment high-skilled jobs but hit clerical work hardest, Australia's government predicts","An Australian government report projects that generative AI will automate many clerical jobs and transform high-skill roles by 2050.
Ian Forsyth/Getty Images
Clerical and admin jobs face the highest automation risk from generative AI, a jobs report said.
But …",An Australian government report projects that generative AI will automate many clerical jobs and transform high-skill roles by 2050.Ian Forsyth/Getty ImagesClerical and admin jobs face the highest au… [+149 chars],https://biztoc.com/x/948ea49ac15adc23,2025-08-14T12:38:13Z,Biztoc.com,,businessinsider.com,https://biztoc.com/cdn/948ea49ac15adc23_s.webp,"AI will augment high-skilled jobs but hit clerical work hardest, Australia's government predicts An Australian government report projects that generative AI will automate many clerical jobs and transform high-skill roles by 2050.
Ian Forsyth/Getty Images
Clerical and admin jobs face the highest automation risk from generative AI, a jobs report said.
But … An Australian government report projects that generative AI will automate many clerical jobs and transform high-skill roles by 2050.Ian Forsyth/Getty ImagesClerical and admin jobs face the highest au… [+149 chars]",2025-08-14 12:38:13+00:00,"['technology', 'automotive']",technology,"{'polarity': 0.25, 'subjectivity': 0.25, 'business_sentiment': -1.0, 'market_trend': 0.0}",0.25,0.25,-1.0,0.0,"[('job', 6), ('clerical', 4), ('government', 3), ('report', 3), ('generative', 3)]","['job', 'clerical', 'government', 'report', 'generative']","{'companies': ['AI', 'An Australian', 'Getty ImagesClerical', 'Australia', 'Ian Forsyth', 'But', 'Getty Images\nClerical'], 'locations': [], 'currencies': [], 'numbers': []}",571,83,positive,negative
